"","Auth1","Auth2","ref.year","journal","tax_name","top1_tax_name","tax_id"
"1451","Zhang,M.","Black,D.",1993,"Submitted (27-JUL-1993) Department of Veterinary Parasitology,	College of Veterinary Medicine, Oklahoma State University,	Stillwater, OK, USA","Cercopithecine alphaherpesvirus 2","Viruses",10317
"12","Shinigawa,M.","Ishiyama,T.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"22","Shinigawa,M.","Padmanabhan,R.V.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"31","Shinigawa,M.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"41","Shinigawa,M.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"5","Shinigawa,M.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"1452","Ishiyama,T.","Padmanabhan,R.V.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"1461","Ishiyama,T.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"1471","Ishiyama,T.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"148","Ishiyama,T.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"2881","Padmanabhan,R.V.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"2891","Padmanabhan,R.V.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"290","Padmanabhan,R.V.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"4301","Fujinaga,K.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"431","Fujinaga,K.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"571","Kamada,M",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Equine adenovirus 1","Viruses",46916
"13","Shinagawa,M.","Ishiyama,T.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"23","Shinagawa,M.","Padmanabhan,R.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"32","Shinagawa,M.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"42","Shinagawa,M.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"51","Shinagawa,M.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"1453","Ishiyama,T.","Padmanabhan,R.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"1462","Ishiyama,T.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"1472","Ishiyama,T.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"1481","Ishiyama,T.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"2882","Padmanabhan,R.","Fujinaga,K.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"2892","Padmanabhan,R.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"2901","Padmanabhan,R.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"4302","Fujinaga,K.","Kamada,M",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"4311","Fujinaga,K.",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"5711","Kamada,M",",Sato,G.",1993,"Submitted (28-APR-1993) Department of Veterinary Public Health,	Obihiro University of Agriculture and Veterinary Medicine, Hokkaido	080, Japan","Fowl aviadenovirus 1","Viruses",10553
"14","Kobayashi,M.","Koike,K.",1993,"Submitted (02-AUG-1993) Dept. of Gene Research, The Cancer	Institute, JFCR, 1-37-1 Kami-Ikebukuro, Toshima-ku, Tokyo 170-8455,	Japan","Hepatitis B virus","Viruses",10407
"15","York-Higgins,D.","Cheng-Mayer,C.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"24","York-Higgins,D.","Bauer,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"33","York-Higgins,D.","Levy,J.A.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"43","York-Higgins,D.","Dina,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"1454","Cheng-Mayer,C.","Bauer,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"1463","Cheng-Mayer,C.","Levy,J.A.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"1473","Cheng-Mayer,C.","Dina,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"2883","Bauer,D.","Levy,J.A.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"2893","Bauer,D.","Dina,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"4303","Levy,J.A.","Dina,D.",1993,"Submitted (02-AUG-1993) Medicine, University of California, San	Francisco, 513 Parnassus, San Francisco, CA 94143-1270, USA","Human immunodeficiency virus 1","Viruses",11676
"16","Bamford,J.K.","Hanninen,A.L.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"25","Bamford,J.K.","Pakula,T.M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"34","Bamford,J.K.","Ojala,P.M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"44","Bamford,J.K.","Kalkkinen,N.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"52","Bamford,J.K.","Frilander,M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"6","Bamford,J.K.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"1455","Hanninen,A.L.","Pakula,T.M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"1464","Hanninen,A.L.","Ojala,P.M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"1474","Hanninen,A.L.","Kalkkinen,N.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"1482","Hanninen,A.L.","Frilander,M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"149","Hanninen,A.L.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"2884","Pakula,T.M.","Ojala,P.M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"2894","Pakula,T.M.","Kalkkinen,N.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"2902","Pakula,T.M.","Frilander,M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"291","Pakula,T.M.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"4304","Ojala,P.M.","Kalkkinen,N.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"4312","Ojala,P.M.","Frilander,M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"432","Ojala,P.M.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"5712","Kalkkinen,N.","Frilander,M.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"572","Kalkkinen,N.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"711","Frilander,M.","Bamford,D.H.",1993,"Submitted (28-APR-1993) Department of Biological and Environmental	Sciences, P.O. Box 56 (Viikinkaari 5), Helsinki FIN-00014, Finland","Salmonella virus PRD1","Viruses",10658
"17","Urasawa,T.","Taniguchi,K.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"26","Urasawa,T.","Kobayashi,N.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"35","Urasawa,T.","Mise,K.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"45","Urasawa,T.","Hasegawa,A.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"53","Urasawa,T.","Yamaji,Y.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"61","Urasawa,T.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1456","Taniguchi,K.","Kobayashi,N.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1465","Taniguchi,K.","Mise,K.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1475","Taniguchi,K.","Hasegawa,A.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1483","Taniguchi,K.","Yamaji,Y.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"1491","Taniguchi,K.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2885","Kobayashi,N.","Mise,K.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2895","Kobayashi,N.","Hasegawa,A.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2903","Kobayashi,N.","Yamaji,Y.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"2911","Kobayashi,N.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"4305","Mise,K.","Hasegawa,A.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"4313","Mise,K.","Yamaji,Y.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"4321","Mise,K.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"5713","Hasegawa,A.","Yamaji,Y.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"5721","Hasegawa,A.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"7111","Yamaji,Y.","Urasawa,S.",1993,"Submitted (07-JAN-1993) Tomoko Urasawa, Sapporo Medical College,	Department of Hygiene; South-1, West-17, Chuo-Ku, Sapporo, Hokkaido	060, Japan (E-mail:mise@sapmed.ac.jp, Tel:81-11-611-2111(ex.2351),	Fax:81-11-612-1660)","Human rotavirus A","Viruses",10941
"18","Shibata,S.","Yamamoto-Goshima,F.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"27","Shibata,S.","Maeno,K.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"36","Shibata,S.","Hanaichi,T.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"46","Shibata,S.","Fujita,Y.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"54","Shibata,S.","Nakajima,K.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"62","Shibata,S.","Imai,M.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"7","Shibata,S.","Morishita,T.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"8","Shibata,S.","Komatsu,T.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
"9","Shibata,S.","Suiura,S.",1993,"Submitted (01-MAR-1993) Shin-ichiro Shibata, Nagoya City Public	Health Research Institute, Microbiology Department Virology	Section; 1-11 Hagiyama-cho Mizuho-ku, Nagoya, Aichi 467-8615, Japan	(E-mail:vshibata@mars.dti.ne.jp, Tel:81-52-841-1511,	Fax:81-52-841-1514)","Influenza B virus (B/Kanagawa/73)","Viruses",224199
